1	0
0.999461	-7.64077e-05
0.997977	-0.000286739
0.995616	-0.000620479
0.992415	-0.00107111
0.988405	-0.00163311
0.983609	-0.00230147
0.978049	-0.00307159
0.971748	-0.00393851
0.964725	-0.00489657
0.957002	-0.00594038
0.948597	-0.00706497
0.939531	-0.00826551
0.929825	-0.00953687
0.919498	-0.0108737
0.908572	-0.01227
0.897066	-0.0137206
0.885003	-0.0152206
0.872402	-0.0167653
0.859286	-0.0183494
0.845676	-0.0199677
0.831593	-0.0216149
0.817059	-0.0232861
0.802097	-0.0249767
0.786728	-0.026682
0.770974	-0.0283971
0.754859	-0.0301174
0.738404	-0.0318378
0.721632	-0.0335535
0.704565	-0.0352598
0.687227	-0.0369516
0.66964	    -0.0386241
0.651827	-0.0402723
0.63381	    -0.0418909
0.615615	-0.0434747
0.597262	-0.0450182
0.578776	-0.0465158
0.560179	-0.0479619
0.541496	-0.0493508
0.52275	    -0.050677
0.503965	-0.0519342
0.485163	-0.0531164
0.46637	    -0.0542174
0.447609	-0.0552313
0.428904	-0.0561517
0.41028	    -0.0569727
0.39176	    -0.0576881
0.37337	    -0.0582919
0.355134	-0.0587785
0.337078	-0.0591424
0.319225	-0.0593784
0.3016	    -0.0594814
0.28423	    -0.0594469
0.267138	-0.0592707
0.250351	-0.0589491
0.233893	-0.0584789
0.21779	    -0.0578575
0.202065	-0.057083
0.186746	-0.056154
0.171855	-0.0550695
0.157419	-0.0538294
0.143462	-0.0524341
0.130008	-0.0508846
0.117081	-0.0491825
0.104705	-0.0473303
0.0929029	-0.0453304
0.0816982	-0.0431863
0.0711132	-0.0409022
0.0611702	-0.0384814
0.0518911	-0.0359275
0.0432972	-0.0332445
0.0354096	-0.0304361
0.028249	-0.027506
0.0218362	-0.0244567
0.0161929	-0.021289
0.0113422	-0.0180031
0.00730993	-0.0145993
0.00412774	-0.0110784
0.0018317	-0.00745059
0.000454283	-0.00374322
2.97345e-08	9.91149e-09
0.000454343	0.00374325
0.0018317	0.00745062
0.0041278	0.0110784
0.00730999	0.0145993
0.0113423	0.0180031
0.0161929	0.021289
0.0218362	0.0244567
0.0282491	0.027506
0.0354097	0.0304361
0.0432973	0.0332444
0.0518911	0.0359275
0.0611703	0.0384814
0.0711133	0.0409021
0.0816983	0.0431863
0.0929029	0.0453303
0.104705	0.0473302
0.117081	0.0491825
0.130008	0.0508845
0.143462	0.052434
0.15742	    0.0538293
0.171856	0.0550693
0.186746	0.0561538
0.202065	0.0570829
0.21779	    0.0578573
0.233893	0.0584787
0.250351	0.0589489
0.267139	0.0592705
0.28423	    0.0594467
0.301601	0.0594812
0.319225	0.0593782
0.337078	0.0591422
0.355134	0.0587784
0.37337	    0.0582918
0.39176	    0.0576879
0.410279	0.0569725
0.428904	0.0561516
0.447609	0.0552311
0.46637	    0.0542173
0.485163	0.0531163
0.503965	0.0519341
0.52275	    0.0506769
0.541496	0.0493507
0.56018	    0.0479618
0.578776	0.0465156
0.597262	0.0450181
0.615615	0.0434747
0.63381	    0.0418908
0.651827	0.0402722
0.66964	    0.0386241
0.687227	0.0369516
0.704565	0.0352598
0.721632	0.0335535
0.738404	0.0318377
0.754859	0.0301173
0.770974	0.028397
0.786728	0.0266819
0.802097	0.0249766
0.817059	0.0232861
0.831593	0.0216149
0.845676	0.0199676
0.859286	0.0183494
0.872402	0.0167653
0.885003	0.0152206
0.897067	0.0137206
0.908572	0.01227
0.919498	0.0108737
0.929825	0.00953689
0.939531	0.00826552
0.948597	0.00706495
0.957002	0.00594037
0.964725	0.00489657
0.971748	0.00393851
0.978049	0.0030716
0.983609	0.00230146
0.988405	0.00163309
0.992415	0.00107111
0.995616	0.000620469
0.997977	0.000286739
0.999461	7.64077e-05
1.5	-0.5
1.49946	-0.500076
1.49798	-0.500287
1.49562	-0.50062
1.49242	-0.501071
1.4884	-0.501633
1.48361	-0.502301
1.47805	-0.503072
1.47175	-0.503939
1.46473	-0.504897
1.457	-0.50594
1.4486	-0.507065
1.43953	-0.508266
1.42982	-0.509537
1.4195	-0.510874
1.40857	-0.51227
1.39707	-0.513721
1.385	-0.515221
1.3724	-0.516765
1.35929	-0.518349
1.34568	-0.519968
1.33159	-0.521615
1.31706	-0.523286
1.3021	-0.524977
1.28673	-0.526682
1.27097	-0.528397
1.25486	-0.530117
1.2384	-0.531838
1.22163	-0.533554
1.20456	-0.53526
1.18723	-0.536952
1.16964	-0.538624
1.15183	-0.540272
1.13381	-0.541891
1.11561	-0.543475
1.09726	-0.545018
1.07878	-0.546516
1.06018	-0.547962
1.0415	-0.549351
1.02275	-0.550677
1.00396	-0.551934
0.985163	-0.553116
