0.940042 0.00625686 3 4.160867333664605 1 2.361185299680442e+21
0.925442 0.00375534 3 3.964387329641581 1 7.55578666132668e+22
0.918758 0.00255743 3 2.439063831687081 1 9.444736034241847e+21
0.894476 -0.00218387 3 2.014991982720744 2 494545986.18830866
0.869644 -0.00716366 3 3.1393149554724373 1 1.2089258217906086e+24
0.857598 -0.00958675 3 2.6556626750128807 1 1.511157316668076e+23
0.844874 -0.0121186 3 4.670414372198363 1 3.0223145795173814e+23
0.809864 -0.018965 2 3.8430144707502403 1 1.5111572925307418e+23
0.698561 -0.0387154 3 4.661562573825252 1 6.296489788628599e+21
0.0723229 -0.0487865 1 inf 3 3.059594873743907
0.0404834 -0.0375387 1 2.951496365111908e+20 2 1.8847014990474658
0.0371292 -0.0360269 1 5.902984181650512e+20 3 3.294554683796906
0.036431 -0.0356982 1 5.902983458446702e+20 4 2.7602450535037604
0.0303844 -0.0327287 1 2.3611859548924433e+21 3 2.133361014340794
0.0293811 -0.0322151 2 1.0019542598251863 1 inf
0.0283984 -0.0317031 1 inf 3 4.365772453109809
0.0237867 -0.0291402 1 inf 4 2.6846992039192834
0.0208559 -0.02732 1 inf 2 1.3629432361192653
0.0129648 -0.0216435 3 2.1603670722520243 1 5.902996277455016e+20
0.0123401 -0.021136 3 2.4362871823505157 1 5.903002817253486e+20
0.0117332 -0.0206276 1 2.951502538087964e+20 4 4.570852014735472
0.0114365 -0.020373 1 inf 3 2.3369685550709898
0.0111445 -0.020118 1 inf 3 2.836733915947708
0.00732744 -0.0162277 2 2.0641787768728133 1 inf
0.00623862 -0.0149352 4 3.438696428702404 1 inf
0.00521808 -0.0136591 4 2.7571824122853075 1 2.951498422159713e+20
0.00129228 -0.00673613 4 3.314551949322372 1 inf
0.000930606 -0.00554327 3 3.114438666552644 1 2.951514358971174e+20
0.000993096 0.00609619 1 inf 2 1.7240556019018556
0.00186166 0.00826025 1 1.4757552881615956e+20 3 2.692330494822039
0.0136038 0.0225381 3 2.772190414335816 1 inf
0.0263484 0.0311278 2 2.26680071233783 1 1.8889469626640343e+22
0.0282026 0.0322012 1 2.951491214214255e+20 2 1.0364442646361234
0.0291583 0.0327346 3 2.0230965927501128 1 1.1805960123126367e+21
0.0306283 0.0335289 4 2.843538449354768 1 inf
0.0353437 0.0358982 3 2.2769938420578466 1 inf
0.0388792 0.0375384 4 2.585004119618401 1 1.1805940397502033e+21
0.0675707 0.0484737 3 2.8251875078283923 1 1.1805956547086875e+21
0.104072 0.0583457 3 2.19453687238549 1 1.4757555815853244e+20
0.126548 0.0629703 3 4.027551542641464 1 5.90298177356189e+20
0.269431 0.0780068 3 2.3983479476038654 1 1.1805950853106694e+21
0.569415 0.0678842 1 4.72236907954778e+21 3 2.931660013495901
0.663545 0.058397 1 1.8889468486639405e+22 3 7.532348833393944
0.708096 0.0533171 1 inf 3 5.5821494957626845
0.843018 0.0365181 1 2.4758800785737507e+27 3 2.836588133100273
0.86243 0.0339898 1 4.0297527413089575e+23 3 3.1079512611846742
0.898085 0.0292047 1 inf 3 8.142327123099747
0.899388 0.0290243 1 3.7778935036366645e+22 3 2.123251980989063
0.907017 0.0279482 1 1.2592978661268559e+22 3 4.955423455183123
0.932435 0.0241752 1 3.148245472104037e+21 2 3.6461305864616884
0.9335 0.0240037 1 4.722368654761649e+21 3 2.1323917101924432
0.938712 0.0231339 1 inf 3 5.5979929016169265
0.952376 0.0207339 1 2.361185559496071e+21 3 3.6252739174492405
0.958706 0.0194759 1 1.1805938392663342e+21 3 2.0609558802017625
0.969626 0.016994 1 2.3611874260399156e+21 3 2.2053874801020608
0.97878 0.0144936 1 inf 2 3.025191277486665
0.982336 0.0133644 1 inf 3 5.6257814340480605
1.31106 -0.200675 2 1.3800415944797633 1 1.47577365121848e+20
1.30802 -0.19762 2 1.240267946233755 1 7.378913885753644e+19
1.30763 -0.197231 3 2.4502272329229173 1 inf
1.30642 -0.196053 3 2.048870898386601 1 7.378939869317936e+19
1.30561 -0.195258 1 2.95150480449855e+20 2 1.968096925694319
1.30519 -0.194857 3 2.0387501887867137 1 1.7422457186352047e+41
1.29711 -0.187347 1 4.722369591654114e+21 2 1.3718846137807894
1.29465 -0.185153 1 1.888946889279033e+22 3 2.629262434733931
